,Date,Close
0,2021-02-05,654.2404174804688
1,2021-02-08,660.2426147460938
2,2021-02-09,660.2426147460938
3,2021-02-10,696.2559204101562
4,2021-02-11,714.2625122070312
5,2021-02-15,726.266845703125
6,2021-02-16,729.2680053710938
7,2021-02-17,693.2547607421875
8,2021-02-18,669.2459106445312
9,2021-02-19,684.2514038085938
10,2021-02-22,720.2647094726562
11,2021-02-23,696.2559204101562
12,2021-02-24,681.2503662109375
13,2021-02-25,684.2514038085938
14,2021-02-26,666.244873046875
15,2021-03-01,693.2547607421875
16,2021-03-02,669.2459106445312
17,2021-03-03,678.249267578125
18,2021-03-04,690.2537231445312
19,2021-03-05,675.2481079101562
20,2021-03-08,681.2503662109375
21,2021-03-09,672.2470092773438
22,2021-03-10,654.2404174804688
23,2021-03-12,678.249267578125
24,2021-03-15,675.2481079101562
25,2021-03-16,741.2723999023438
26,2021-03-17,726.266845703125
27,2021-03-18,792.2911987304688
28,2021-03-19,798.2933349609375
29,2021-03-22,744.2735595703125
30,2021-03-23,738.2713012695312
31,2021-03-24,738.2713012695312
32,2021-03-25,801.29443359375
33,2021-03-26,777.28564453125
34,2021-03-29,768.2823486328125
35,2021-03-30,750.2756958007812
36,2021-03-31,753.2767944335938
37,2021-04-01,768.2823486328125
38,2021-04-05,765.2811889648438
39,2021-04-06,828.304443359375
40,2021-04-07,822.3021850585938
41,2021-04-08,804.2955932617188
42,2021-04-09,795.292236328125
43,2021-04-12,762.2801513671875
44,2021-04-13,783.287841796875
45,2021-04-14,804.2955932617188
46,2021-04-15,777.28564453125
47,2021-04-16,783.287841796875
48,2021-04-19,768.2823486328125
49,2021-04-20,771.2835083007812
50,2021-04-21,780.2868041992188
51,2021-04-22,777.28564453125
52,2021-04-23,777.28564453125
53,2021-04-26,786.2889404296875
54,2021-04-27,774.2844848632812
55,2021-04-28,783.287841796875
56,2021-04-29,786.2889404296875
57,2021-04-30,789.2901000976562
58,2021-05-03,753.2767944335938
59,2021-05-04,744.2735595703125
60,2021-05-05,756.2779541015625
61,2021-05-06,753.2767944335938
62,2021-05-07,744.2735595703125
63,2021-05-10,735.2702026367188
64,2021-05-11,729.2680053710938
65,2021-05-17,717.2635498046875
66,2021-05-18,732.2691040039062
67,2021-05-19,714.2625122070312
68,2021-05-20,765.2811889648438
69,2021-05-21,792.2911987304688
70,2021-05-24,756.2779541015625
71,2021-05-25,768.2823486328125
72,2021-05-27,744.2735595703125
73,2021-05-28,750.2756958007812
74,2021-05-31,762.2801513671875
75,2021-06-02,795.292236328125
76,2021-06-03,831.3054809570312
77,2021-06-04,798.2933349609375
78,2021-06-07,804.2955932617188
79,2021-06-08,765.2811889648438
80,2021-06-09,816.2999877929688
81,2021-06-10,828.304443359375
82,2021-06-11,813.2989501953125
83,2021-06-14,828.304443359375
84,2021-06-15,810.2977905273438
85,2021-06-16,783.287841796875
86,2021-06-17,786.2889404296875
87,2021-06-18,819.301025390625
88,2021-06-21,852.3131713867188
89,2021-06-22,864.3175659179688
90,2021-06-23,837.3077392578125
91,2021-06-24,825.3032836914062
92,2021-06-25,834.3065795898438
93,2021-06-28,828.304443359375
94,2021-06-29,846.31103515625
95,2021-06-30,822.3021850585938
96,2021-07-01,771.2835083007812
97,2021-07-02,768.2823486328125
98,2021-07-05,753.2767944335938
99,2021-07-06,762.2801513671875
100,2021-07-07,738.2713012695312
101,2021-07-08,729.2680053710938
102,2021-07-09,729.2680053710938
103,2021-07-12,774.2844848632812
104,2021-07-13,729.2680053710938
105,2021-07-14,732.2691040039062
106,2021-07-15,735.2702026367188
107,2021-07-16,729.2680053710938
108,2021-07-19,738.2713012695312
109,2021-07-21,726.266845703125
110,2021-07-22,732.2691040039062
111,2021-07-23,714.2625122070312
112,2021-07-26,726.266845703125
113,2021-07-27,711.2614135742188
114,2021-07-28,684.2514038085938
115,2021-07-29,720.2647094726562
116,2021-07-30,708.26025390625
117,2021-08-02,714.2625122070312
118,2021-08-03,714.2625122070312
119,2021-08-04,717.2635498046875
120,2021-08-05,732.2691040039062
121,2021-08-06,738.2713012695312
122,2021-08-09,720.2647094726562
123,2021-08-10,741.2723999023438
124,2021-08-12,759.279052734375
125,2021-08-13,780.2868041992188
126,2021-08-16,753.2767944335938
127,2021-08-18,717.2635498046875
128,2021-08-19,732.2691040039062
129,2021-08-20,783.287841796875
130,2021-08-23,780.2868041992188
131,2021-08-24,762.2801513671875
132,2021-08-25,771.2835083007812
133,2021-08-26,768.2823486328125
134,2021-08-27,762.2801513671875
135,2021-08-30,771.2835083007812
136,2021-08-31,759.279052734375
137,2021-09-01,750.2756958007812
138,2021-09-02,756.2779541015625
139,2021-09-03,756.2779541015625
140,2021-09-06,792.2911987304688
141,2021-09-07,804.2955932617188
142,2021-09-08,777.28564453125
143,2021-09-09,801.29443359375
144,2021-09-10,801.29443359375
145,2021-09-13,807.296630859375
146,2021-09-14,837.3077392578125
147,2021-09-15,840.3087768554688
148,2021-09-16,855.3143310546875
149,2021-09-17,828.304443359375
150,2021-09-20,816.2999877929688
151,2021-09-21,822.3021850585938
152,2021-09-22,807.296630859375
153,2021-09-23,804.2955932617188
154,2021-09-24,792.2911987304688
155,2021-09-27,768.2823486328125
156,2021-09-28,753.2767944335938
157,2021-09-29,774.2844848632812
158,2021-09-30,798.2933349609375
159,2021-10-01,753.2767944335938
160,2021-10-04,765.2811889648438
161,2021-10-05,768.2823486328125
162,2021-10-06,765.2811889648438
163,2021-10-07,768.2823486328125
164,2021-10-08,762.2801513671875
165,2021-10-11,756.2779541015625
166,2021-10-12,738.2713012695312
167,2021-10-13,732.2691040039062
168,2021-10-14,753.2767944335938
169,2021-10-15,780.2868041992188
170,2021-10-18,816.2999877929688
171,2021-10-19,828.304443359375
172,2021-10-21,828.304443359375
173,2021-10-22,861.3165283203125
174,2021-10-25,837.3077392578125
175,2021-10-26,831.3054809570312
176,2021-10-27,834.3065795898438
177,2021-10-28,852.3131713867188
178,2021-10-29,831.3054809570312
179,2021-11-01,879.3231811523438
180,2021-11-02,846.31103515625
181,2021-11-03,840.3087768554688
182,2021-11-04,861.3165283203125
183,2021-11-05,840.3087768554688
184,2021-11-08,867.3187255859375
185,2021-11-09,849.3121337890625
186,2021-11-10,840.3087768554688
187,2021-11-11,846.31103515625
